"teryt";"nazwa";"razem";"m";"k";"razem_przed";"m_przed";"k_przed";"razem_prod";"m_prod";"k_prod";"razem_po";"m_po";"k_po";"powierzchnia";"typ"
"2008063";"Mońki (3)";14188;6873;7315;2443;1262;1181;8586;4592;3994;3159;1019;2140;162;" (3)"
"2008072";"Trzcianne (2)";4009;2043;1966;692;359;333;2419;1375;1044;898;309;589;332;" (2)"
"2009011";"Sejny (1)";5024;2388;2636;793;403;390;2932;1593;1339;1299;392;907;4;" (1)"
"2009022";"Giby (2)";2524;1268;1256;388;200;188;1491;839;652;645;229;416;323;" (2)"
"2009032";"Krasnopol (2)";3621;1825;1796;703;369;334;2124;1188;936;794;268;526;172;" (2)"
"2009042";"Puńsk (2)";4017;2001;2016;674;348;326;2422;1317;1105;921;336;585;139;" (2)"
"2009052";"Sejny (2)";3806;1951;1855;669;341;328;2292;1292;1000;845;318;527;217;" (2)"
"2010011";"Siemiatycze (1)";13639;6462;7177;2177;1077;1100;8108;4359;3749;3354;1026;2328;36;" (1)"
"2010023";"Drohiczyn (3)";5837;2882;2955;937;476;461;3379;1849;1530;1521;557;964;208;" (3)"
"2010032";"Dziadkowice (2)";2592;1324;1268;486;259;227;1519;851;668;587;214;373;116;" (2)"
"2010042";"Grodzisk (2)";3861;1968;1893;637;316;321;2291;1292;999;933;360;573;203;" (2)"
"2010052";"Mielnik (2)";2129;1019;1110;290;155;135;1145;622;523;694;242;452;196;" (2)"
"2010062";"Milejczyce (2)";1668;795;873;250;115;135;916;518;398;502;162;340;151;" (2)"
"2010072";"Nurzec-Stacja (2)";3583;1756;1827;525;278;247;1987;1124;863;1071;354;717;215;" (2)"
"2010082";"Perlejewo (2)";2560;1305;1255;396;212;184;1573;865;708;591;228;363;107;" (2)"
"2010092";"Siemiatycze (2)";5791;2899;2892;1008;508;500;3438;1927;1511;1345;464;881;227;" (2)"
"2011013";"Dąbrowa Białostocka (3)";10398;5110;5288;1619;827;792;6157;3443;2714;2622;840;1782;264;" (3)"
"2011022";"Janów (2)";3822;1878;1944;682;342;340;2248;1241;1007;892;295;597;208;" (2)"
"2011032";"Korycin (2)";3054;1529;1525;548;286;262;1815;1001;814;691;242;449;117;" (2)"
"2011043";"Krynki (3)";2805;1380;1425;401;205;196;1597;908;689;807;267;540;166;" (3)"
"2011052";"Kuźnica (2)";3726;1875;1851;624;307;317;2235;1291;944;867;277;590;133;" (2)"
"2011062";"Nowy Dwór (2)";2258;1139;1119;384;192;192;1288;759;529;586;188;398;121;" (2)"
"2011072";"Sidra (2)";3104;1601;1503;507;280;227;1811;1038;773;786;283;503;174;" (2)"
"2011083";"Sokółka (3)";24353;11866;12487;4289;2163;2126;14493;7865;6628;5571;1838;3733;314;" (3)"
"2011093";"Suchowola (3)";6464;3217;3247;1081;549;532;3855;2145;1710;1528;523;1005;256;" (3)"
"2011102";"Szudziałowo (2)";2791;1399;1392;443;214;229;1620;943;677;728;242;486;302;" (2)"
"2012012";"Bakałarzewo (2)";2994;1540;1454;634;315;319;1750;994;756;610;231;379;123;" (2)"
"2012022";"Filipów (2)";4053;2067;1986;793;420;373;2391;1332;1059;869;315;554;151;" (2)"
"2012032";"Jeleniewo (2)";3125;1613;1512;653;336;317;1869;1056;813;603;221;382;131;" (2)"
"2012042";"Przerośl (2)";2800;1451;1349;600;308;292;1625;922;703;575;221;354;124;" (2)"
"2012052";"Raczki (2)";5710;2887;2823;1182;617;565;3422;1886;1536;1106;384;722;142;" (2)"
"2012062";"Rutka-Tartak (2)";2256;1139;1117;440;226;214;1331;745;586;485;168;317;103;" (2)"
"2012072";"Suwałki (2)";7946;4086;3860;1684;869;815;4856;2722;2134;1406;495;911;265;" (2)"
"2012082";"Szypliszki (2)";3902;1986;1916;761;411;350;2359;1309;1050;782;266;516;156;" (2)"
"2012092";"Wiżajny (2)";2053;1063;990;374;202;172;1165;669;496;514;192;322;112;" (2)"
"2013011";"Wysokie Mazowieckie (1)";9081;4358;4723;1762;898;864;5282;2831;2451;2037;629;1408;15;" (1)"
"2013023";"Ciechanowiec (3)";8134;4130;4004;1336;689;647;4878;2748;2130;1920;693;1227;201;" (3)"
"2013033";"Czyżew (3)";6120;3063;3057;1255;627;628;3533;1954;1579;1332;482;850;130;" (3)"
"2013042";"Klukowo (2)";4069;2074;1995;769;408;361;2282;1274;1008;1018;392;626;124;" (2)"
"2013052";"Kobylin-Borzymy (2)";2977;1546;1431;488;254;234;1796;1035;761;693;257;436;119;" (2)"
"2013062";"Kulesze Kościelne (2)";2967;1513;1454;599;298;301;1710;961;749;658;254;404;115;" (2)"
"2013072";"Nowe Piekuty (2)";3602;1815;1787;687;359;328;2117;1152;965;798;304;494;110;" (2)"
"2013082";"Sokoły (2)";5318;2679;2639;1043;529;514;3048;1716;1332;1227;434;793;156;" (2)"
"2013093";"Szepietowo (3)";6584;3343;3241;1271;676;595;3753;2102;1651;1560;565;995;152;" (3)"
"2013102";"Wysokie Mazowieckie (2)";5485;2807;2678;1231;643;588;3204;1783;1421;1050;381;669;167;" (2)"
"2014011";"Zambrów (1)";21188;10153;11035;3645;1836;1809;12663;6840;5823;4880;1477;3403;19;" (1)"
"2014022";"Kołaki Kościelne (2)";2193;1130;1063;405;218;187;1278;733;545;510;179;331;74;" (2)"
"2014032";"Rutki (2)";5164;2671;2493;970;494;476;3101;1774;1327;1093;403;690;200;" (2)"
"2014042";"Szumowo (2)";4596;2342;2254;923;486;437;2725;1511;1214;948;345;603;141;" (2)"
"2014052";"Zambrów (2)";8688;4477;4211;1748;920;828;5226;2934;2292;1714;623;1091;299;" (2)"
"2061011";"Białystok (1)";293413;137611;155802;51994;26642;25352;175607;90607;85000;65812;20362;45450;102;" (1)"
"2062011";"Łomża (1)";60468;28769;31699;10732;5443;5289;35620;18815;16805;14116;4511;9605;33;" (1)"
"2063011";"Suwałki (1)";68839;32923;35916;13108;6710;6398;41623;21750;19873;14108;4463;9645;66;" (1)"
"2201012";"Borzytuchom (2)";3392;1720;1672;870;449;421;2057;1106;951;465;165;300;109;" (2)"
"2201023";"Bytów (3)";25292;12416;12876;5416;2796;2620;14942;7904;7038;4934;1716;3218;197;" (3)"
"2201032";"Czarna Dąbrówka (2)";5703;2899;2804;1394;702;692;3287;1814;1473;1022;383;639;298;" (2)"
"2201042";"Kołczygłowy (2)";4114;2118;1996;870;463;407;2507;1378;1129;737;277;460;170;" (2)"
"2201052";"Lipnica (2)";5157;2628;2529;1140;607;533;3037;1646;1391;980;375;605;308;" (2)"
"2201063";"Miastko (3)";18204;8998;9206;3428;1771;1657;10676;5855;4821;4100;1372;2728;466;" (3)"
"2201072";"Parchowo (2)";3802;1900;1902;927;484;443;2238;1186;1052;637;230;407;131;" (2)"
"2201082";"Studzienice (2)";3632;1805;1827;835;405;430;2151;1154;997;646;246;400;176;" (2)"
"2201092";"Trzebielino (2)";3543;1801;1742;753;404;349;2116;1159;957;674;238;436;226;" (2)"
"2201102";"Tuchomie (2)";4148;2124;2024;906;478;428;2573;1384;1189;669;262;407;111;" (2)"
"2202011";"Chojnice (1)";39158;18784;20374;7557;3876;3681;22559;11821;10738;9042;3087;5955;21;" (1)"
"2202023";"Brusy (3)";14361;7193;7168;3615;1850;1765;8313;4472;3841;2433;871;1562;400;" (3)"
"2202032";"Chojnice (2)";19259;9738;9521;4529;2377;2152;11449;6174;5275;3281;1187;2094;458;" (2)"
"2202043";"Czersk (3)";21289;10593;10696;4551;2341;2210;12549;6814;5735;4189;1438;2751;380;" (3)"
"2202052";"Konarzyny (2)";2273;1158;1115;551;277;274;1367;758;609;355;123;232;105;" (2)"
"2203011";"Człuchów (1)";13270;6285;6985;2213;1148;1065;7479;3951;3528;3578;1186;2392;13;" (1)"
"2203023";"Czarne (3)";8672;4262;4410;1555;772;783;5179;2842;2337;1938;648;1290;235;" (3)"
"2203032";"Człuchów (2)";10703;5456;5247;2364;1217;1147;6616;3608;3008;1723;631;1092;361;" (2)"
"2203043";"Debrzno (3)";8687;4272;4415;1755;902;853;5076;2721;2355;1856;649;1207;224;" (3)"
"2203052";"Koczała (2)";3204;1573;1631;639;333;306;1819;979;840;746;261;485;223;" (2)"
"2203062";"Przechlewo (2)";5998;3021;2977;1274;648;626;3533;1938;1595;1191;435;756;244;" (2)"
"2203072";"Rzeczenica (2)";3390;1715;1675;640;338;302;2059;1130;929;691;247;444;275;" (2)"
"2204011";"Pruszcz Gdański (1)";31791;15310;16481;6595;3432;3163;19248;9896;9352;5948;1982;3966;16;" (1)"
"2204022";"Cedry Wielkie (2)";6778;3359;3419;1466;722;744;4165;2240;1925;1147;397;750;124;" (2)"
"2204032";"Kolbudy (2)";20468;10054;10414;4821;2436;2385;12560;6486;6074;3087;1132;1955;83;" (2)"
"2204042";"Pruszcz Gdański (2)";36809;18159;18650;9522;4819;4703;22449;11587;10862;4838;1753;3085;144;" (2)"
"2204052";"Przywidz (2)";6034;3037;2997;1347;686;661;3612;1946;1666;1075;405;670;129;" (2)"
"2204062";"Pszczółki (2)";10681;5292;5389;2487;1279;1208;6474;3424;3050;1720;589;1131;50;" (2)"
"2204072";"Suchy Dąb (2)";4245;2186;2059;975;491;484;2601;1454;1147;669;241;428;85;" (2)"
"2204082";"Trąbki Wielkie (2)";11598;5846;5752;2619;1374;1245;7123;3816;3307;1856;656;1200;163;" (2)"
"2205012";"Chmielno (2)";7794;3893;3901;2122;1082;1040;4427;2331;2096;1245;480;765;79;" (2)"
"2205023";"Kartuzy (3)";34275;16863;17412;8048;4084;3964;19829;10549;9280;6398;2230;4168;206;" (3)"
"2205032";"Przodkowo (2)";10748;5396;5352;3047;1543;1504;6343;3357;2986;1358;496;862;85;" (2)"
"2205042";"Sierakowice (2)";20599;10434;10165;6201;3260;2941;11661;6167;5494;2737;1007;1730;183;" (2)"
"2205052";"Somonino (2)";11133;5627;5506;2910;1452;1458;6683;3618;3065;1540;557;983;112;" (2)"
"2205062";"Stężyca (2)";11051;5572;5479;3127;1614;1513;6341;3345;2996;1583;613;970;161;" (2)"
"2205072";"Sulęczyno (2)";5688;2873;2815;1552;794;758;3185;1729;1456;951;350;601;131;" (2)"
"2205083";"Żukowo (3)";48511;24120;24391;13054;6762;6292;29236;15114;14122;6221;2244;3977;164;" (3)"
"2206011";"Kościerzyna (1)";23524;11397;12127;4899;2535;2364;13567;7158;6409;5058;1704;3354;16;" (1)"
"2206022";"Dziemiany (2)";4455;2204;2251;1081;554;527;2604;1371;1233;770;279;491;125;" (2)"
"2206032";"Karsin (2)";6144;3110;3034;1324;681;643;3594;1978;1616;1226;451;775;169;" (2)"
"2206042";"Kościerzyna (2)";16016;8096;7920;3837;1961;1876;9593;5148;4445;2586;987;1599;311;" (2)"
"2206052";"Liniewo (2)";4476;2243;2233;1024;509;515;2540;1399;1141;912;335;577;110;" (2)"
"2206062";"Lipusz (2)";3736;1930;1806;909;493;416;2216;1209;1007;611;228;383;109;" (2)"
"2206072";"Nowa Karczma (2)";7139;3611;3528;1809;962;847;4177;2234;1943;1153;415;738;113;" (2)"
"2206082";"Stara Kiszewa (2)";6766;3486;3280;1583;854;729;3944;2185;1759;1239;447;792;213;" (2)"
"2207011";"Kwidzyn (1)";37513;17986;19527;7044;3581;3463;22067;11633;10434;8402;2772;5630;22;" (1)"
"2207022";"Gardeja (2)";8139;4121;4018;1803;902;901;4924;2709;2215;1412;510;902;193;" (2)"
"2207032";"Kwidzyn (2)";11337;5811;5526;2556;1361;1195;7002;3841;3161;1779;609;1170;207;" (2)"
"2207043";"Prabuty (3)";12377;6234;6143;2432;1281;1151;7436;4100;3336;2509;853;1656;197;" (3)"
"2207052";"Ryjewo (2)";5685;2899;2786;1158;606;552;3463;1907;1556;1064;386;678;104;" (2)"
"2207062";"Sadlinki (2)";5973;2988;2985;1373;711;662;3660;1939;1721;940;338;602;112;" (2)"
"2208011";"Lębork (1)";34365;16496;17869;6386;3274;3112;19858;10510;9348;8121;2712;5409;18;" (1)"
"2208021";"Łeba (1)";3172;1537;1635;446;236;210;1801;1003;798;925;298;627;17;" (1)"
"2208032";"Cewice (2)";7448;3774;3674;1919;1020;899;4328;2313;2015;1201;441;760;188;" (2)"
"2208042";"Nowa Wieś Lęborska (2)";13551;6834;6717;3033;1532;1501;8143;4436;3707;2375;866;1509;270;" (2)"
"2208052";"Wicko (2)";5594;2781;2813;1125;567;558;3437;1838;1599;1032;376;656;215;" (2)"
"2209011";"Malbork (1)";37341;17897;19444;6574;3375;3199;21521;11383;10138;9246;3139;6107;17;" (1)"
"2209032";"Lichnowy (2)";4209;2097;2112;875;426;449;2623;1432;1191;711;239;472;89;" (2)"
"2209042";"Malbork (2)";4943;2516;2427;1128;586;542;3047;1626;1421;768;304;464;101;" (2)"
"2209062";"Miłoradz (2)";3250;1626;1624;653;334;319;1985;1091;894;612;201;411;94;" (2)"
"2209073";"Nowy Staw (3)";7213;3596;3617;1329;685;644;4316;2371;1945;1568;540;1028;114;" (3)"
"2209082";"Stare Pole (2)";4447;2194;2253;917;457;460;2667;1448;1219;863;289;574;79;" (2)"
"2210011";"Krynica Morska (1)";1183;586;597;153;88;65;720;395;325;310;103;207;118;" (1)"
"2210023";"Nowy Dwór Gdański (3)";17077;8394;8683;3209;1636;1573;10296;5566;4730;3572;1192;2380;213;" (3)"
"2210032";"Ostaszewo (2)";2946;1509;1437;576;289;287;1766;1005;761;604;215;389;61;" (2)"
"2210042";"Stegna (2)";9377;4685;4692;1736;904;832;5601;3049;2552;2040;732;1308;170;" (2)"
"2210052";"Sztutowo (2)";3482;1749;1733;652;335;317;2004;1107;897;826;307;519;112;" (2)"
"2211011";"Hel (1)";2909;1420;1489;448;239;209;1713;931;782;748;250;498;23;" (1)"
"2211023";"Jastarnia (3)";3550;1723;1827;606;321;285;2098;1139;959;846;263;583;10;" (3)"
"2211031";"Puck (1)";10787;5124;5663;1967;1022;945;6061;3194;2867;2759;908;1851;5;" (1)"
"2211043";"Władysławowo (3)";14681;7194;7487;2787;1435;1352;8703;4662;4041;3191;1097;2094;42;" (3)"
"2211052";"Kosakowo (2)";19888;9788;10100;4949;2496;2453;12428;6337;6091;2511;955;1556;50;" (2)"
"2211062";"Krokowa (2)";10508;5327;5181;2396;1249;1147;6320;3408;2912;1792;670;1122;214;" (2)"
"2211072";"Puck (2)";28006;13996;14010;6961;3504;3457;16954;9011;7943;4091;1481;2610;237;" (2)"
"2212011";"Ustka (1)";14161;6658;7503;2059;1068;991;7677;4062;3615;4425;1528;2897;10;" (1)"
"2212022";"Damnica (2)";5778;2925;2853;1173;621;552;3515;1931;1584;1090;373;717;168;" (2)"
"2212032";"Dębnica Kaszubska (2)";9134;4587;4547;1868;965;903;5546;3054;2492;1720;568;1152;300;" (2)"
"2212042";"Główczyce (2)";8440;4289;4151;1757;914;843;5042;2795;2247;1641;580;1061;322;" (2)"
"2212053";"Kępice (3)";8395;4292;4103;1526;793;733;5032;2847;2185;1837;652;1185;293;" (3)"
"2212062";"Kobylnica (2)";13741;6923;6818;3187;1611;1576;8346;4534;3812;2208;778;1430;244;" (2)"
"2212072";"Potęgowo (2)";6596;3342;3254;1426;739;687;3942;2172;1770;1228;431;797;228;" (2)"
"2212082";"Słupsk (2)";18928;9469;9459;4232;2140;2092;11655;6243;5412;3041;1086;1955;262;" (2)"
"2212092";"Smołdzino (2)";3084;1509;1575;555;263;292;1842;1004;838;687;242;445;260;" (2)"
"2212102";"Ustka (2)";8069;4070;3999;1549;804;745;4913;2675;2238;1607;591;1016;217;" (2)"
"2213013";"Czarna Woda (3)";3089;1534;1555;558;286;272;1822;1001;821;709;247;462;28;" (3)"
"2213021";"Skórcz (1)";3485;1715;1770;773;400;373;2071;1114;957;641;201;440;4;" (1)"
"2213031";"Starogard Gdański (1)";45991;22094;23897;8728;4501;4227;26706;14187;12519;10557;3406;7151;25;" (1)"
"2213042";"Bobowo (2)";3127;1589;1538;728;363;365;1916;1058;858;483;168;315;52;" (2)"
"2213052";"Kaliska (2)";5331;2675;2656;1163;592;571;3211;1739;1472;957;344;613;111;" (2)"
"2213062";"Lubichowo (2)";6789;3472;3317;1589;856;733;3998;2180;1818;1202;436;766;160;" (2)"
"2213072";"Osieczna (2)";2714;1380;1334;559;284;275;1654;914;740;501;182;319;123;" (2)"
"2213082";"Osiek (2)";2269;1158;1111;407;217;190;1303;721;582;559;220;339;156;" (2)"
"2213093";"Skarszewy (3)";14468;7116;7352;3323;1621;1702;8719;4677;4042;2426;818;1608;170;" (3)"
"2213102";"Skórcz (2)";4351;2240;2111;970;507;463;2592;1444;1148;789;289;500;97;" (2)"
"2213112";"Smętowo Graniczne (2)";4890;2469;2421;988;537;451;2906;1584;1322;996;348;648;86;" (2)"
"2213122";"Starogard Gdański (2)";17083;8574;8509;4144;2063;2081;10429;5605;4824;2510;906;1604;195;" (2)"
"2213132";"Zblewo (2)";12070;5977;6093;2885;1461;1424;7338;3884;3454;1847;632;1215;138;" (2)"
"2214011";"Tczew (1)";57856;27716;30140;10927;5575;5352;33794;17718;16076;13135;4423;8712;22;" (1)"
"2214023";"Gniew (3)";14637;7277;7360;2918;1481;1437;8686;4811;3875;3033;985;2048;194;" (3)"
"2214032";"Morzeszczyn (2)";3367;1717;1650;729;375;354;2025;1114;911;613;228;385;91;" (2)"
"2214043";"Pelplin (3)";15379;7722;7657;3077;1627;1450;9267;5024;4243;3035;1071;1964;141;" (3)"
"2214052";"Subkowy (2)";5391;2700;2691;1178;580;598;3351;1815;1536;862;305;557;78;" (2)"
"2214062";"Tczew (2)";15720;7942;7778;3866;2016;1850;9678;5166;4512;2176;760;1416;171;" (2)"
"2215011";"Reda (1)";28428;14034;14394;6506;3385;3121;17508;9092;8416;4414;1557;2857;34;" (1)"
"2215021";"Rumia (1)";52221;25310;26911;10198;5176;5022;31200;16357;14843;10823;3777;7046;30;" (1)"
"2215031";"Wejherowo (1)";46968;22663;24305;9096;4677;4419;27700;14580;13120;10172;3406;6766;27;" (1)"
"2215042";"Choczewo (2)";5071;2551;2520;1007;504;503;2974;1665;1309;1090;382;708;183;" (2)"
"2215052";"Gniewino (2)";7401;3844;3557;1744;923;821;4461;2479;1982;1196;442;754;176;" (2)"
"2215062";"Linia (2)";6402;3188;3214;1695;837;858;3780;2016;1764;927;335;592;120;" (2)"
"2215072";"Luzino (2)";17255;8703;8552;4725;2433;2292;10403;5510;4893;2127;760;1367;111;" (2)"
"2215082";"Łęczyce (2)";12013;6025;5988;2969;1520;1449;7054;3806;3248;1990;699;1291;233;" (2)"
"2215092";"Szemud (2)";20438;10338;10100;5559;2862;2697;12059;6396;5663;2820;1080;1740;177;" (2)"
"2215102";"Wejherowo (2)";29602;14834;14768;7893;4130;3763;18031;9406;8625;3678;1298;2380;194;" (2)"
"2216013";"Dzierzgoń (3)";8833;4423;4410;1683;895;788;5376;2934;2442;1774;594;1180;131;" (3)"
"2216022";"Mikołajki Pomorskie (2)";3422;1730;1692;734;391;343;2053;1126;927;635;213;422;92;" (2)"
"2216032";"Stary Dzierzgoń (2)";3519;1763;1756;671;341;330;2094;1154;940;754;268;486;186;" (2)"
"2216042";"Stary Targ (2)";5978;3053;2925;1194;652;542;3660;2024;1636;1124;377;747;141;" (2)"
"2216053";"Sztum (3)";17372;8556;8816;3258;1655;1603;10268;5559;4709;3846;1342;2504;181;" (3)"
"2261011";"Gdańsk (1)";486271;230212;256059;81043;41903;39140;292511;149519;142992;112717;38790;73927;262;" (1)"
"2262011";"Gdynia (1)";244676;115071;129605;39261;20131;19130;141825;72764;69061;63590;22176;41414;135;" (1)"
"2263011";"Słupsk (1)";87119;40651;46468;13481;6931;6550;49939;26005;23934;23699;7715;15984;43;" (1)"
"2264011";"Sopot (1)";32743;14964;17779;4255;2118;2137;17903;9234;8669;10585;3612;6973;17;" (1)"
"2401011";"Będzin (1)";55065;26130;28935;8909;4549;4360;31699;16858;14841;14457;4723;9734;37;" (1)"
"2401021";"Czeladź (1)";30492;14441;16051;4676;2406;2270;17183;9194;7989;8633;2841;5792;16;" (1)"
"2401031";"Wojkowice (1)";8574;4098;4476;1330;694;636;4965;2681;2284;2279;723;1556;13;" (1)"
"2401042";"Bobrowniki (2)";12406;5952;6454;2159;1071;1088;7133;3810;3323;3114;1071;2043;52;" (2)"
"2401052";"Mierzęcice (2)";7877;3835;4042;1415;711;704;4678;2506;2172;1784;618;1166;49;" (2)"
"2401062";"Psary (2)";12336;5901;6435;2224;1156;1068;7065;3731;3334;3047;1014;2033;46;" (2)"
"2401073";"Siewierz (3)";12712;6139;6573;2269;1165;1104;7280;3853;3427;3163;1121;2042;114;" (3)"
"2401081";"Sławków (1)";6909;3341;3568;1209;612;597;3960;2133;1827;1740;596;1144;37;" (1)"
"2402011";"Szczyrk (1)";5454;2625;2829;976;489;487;3209;1686;1523;1269;450;819;39;" (1)"
"2402022";"Bestwina (2)";12072;5950;6122;2602;1356;1246;7086;3783;3303;2384;811;1573;38;" (2)"
"2402032";"Buczkowice (2)";11231;5441;5790;2283;1144;1139;6677;3537;3140;2271;760;1511;19;" (2)"
"2402043";"Czechowice-Dziedzice (3)";44705;21717;22988;8788;4621;4167;25946;13698;12248;9971;3398;6573;66;" (3)"
"2402052";"Jasienica (2)";24978;12364;12614;5744;2968;2776;14681;7740;6941;4553;1656;2897;93;" (2)"
"2402062";"Jaworze (2)";7322;3554;3768;1417;757;660;4211;2161;2050;1694;636;1058;21;" (2)"
"2402072";"Kozy (2)";13124;6368;6756;2759;1397;1362;7586;4018;3568;2779;953;1826;27;" (2)"
"2402082";"Porąbka (2)";15455;7654;7801;3070;1590;1480;9162;4959;4203;3223;1105;2118;65;" (2)"
"2402093";"Wilamowice (3)";17957;8859;9098;3987;2070;1917;10731;5669;5062;3239;1120;2119;57;" (3)"
"2402102";"Wilkowice (2)";13352;6437;6915;2363;1212;1151;7800;4183;3617;3189;1042;2147;34;" (2)"
"2403011";"Cieszyn (1)";33601;15859;17742;5718;2962;2756;18987;9965;9022;8896;2932;5964;29;" (1)"
"2403021";"Ustroń (1)";16035;7606;8429;2725;1426;1299;8873;4627;4246;4437;1553;2884;59;" (1)"
"2403031";"Wisła (1)";10798;5193;5605;1927;1010;917;6221;3259;2962;2650;924;1726;109;" (1)"
"2403042";"Brenna (2)";11721;5814;5907;2423;1279;1144;6767;3624;3143;2531;911;1620;95;" (2)"
"2403052";"Chybie (2)";9633;4742;4891;2069;1051;1018;5685;3049;2636;1879;642;1237;32;" (2)"
"2403062";"Dębowiec (2)";5759;2859;2900;1224;649;575;3473;1840;1633;1062;370;692;43;" (2)"
"2403072";"Goleszów (2)";13165;6375;6790;2569;1312;1257;7594;3998;3596;3002;1065;1937;66;" (2)"
"2403082";"Hażlach (2)";10782;5341;5441;2206;1126;1080;6627;3535;3092;1949;680;1269;49;" (2)"
"2403092";"Istebna (2)";12178;6114;6064;2915;1501;1414;7285;3948;3337;1978;665;1313;84;" (2)"
"2403103";"Skoczów (3)";26343;12635;13708;5163;2644;2519;15293;8002;7291;5887;1989;3898;64;" (3)"
"2403113";"Strumień (3)";13288;6636;6652;2867;1524;1343;7842;4208;3634;2579;904;1675;59;" (3)"
"2403122";"Zebrzydowice (2)";12810;6316;6494;2498;1305;1193;7509;4001;3508;2803;1010;1793;41;" (2)"
"2404013";"Blachownia (3)";12667;5988;6679;2082;1020;1062;7340;3886;3454;3245;1082;2163;67;" (3)"
"2404022";"Dąbrowa Zielona (2)";3672;1840;1832;520;253;267;2124;1207;917;1028;380;648;100;" (2)"
"2404032";"Janów (2)";5873;2949;2924;1070;566;504;3456;1909;1547;1347;474;873;146;" (2)"
"2404042";"Kamienica Polska (2)";5417;2657;2760;906;490;416;3121;1680;1441;1390;487;903;46;" (2)"
"2404052";"Kłomnice (2)";13047;6313;6734;2112;1067;1045;7860;4211;3649;3075;1035;2040;147;" (2)"
"2404063";"Koniecpol (3)";8866;4363;4503;1381;689;692;5145;2823;2322;2340;851;1489;147;" (3)"
"2404072";"Konopiska (2)";10738;5165;5573;1983;990;993;6371;3365;3006;2384;810;1574;79;" (2)"
"2404082";"Kruszyna (2)";4700;2326;2374;815;415;400;2918;1589;1329;967;322;645;94;" (2)"
"2404092";"Lelów (2)";4632;2354;2278;756;382;374;2691;1537;1154;1185;435;750;124;" (2)"
"2404102";"Mstów (2)";10823;5317;5506;2021;1009;1012;6543;3516;3027;2259;792;1467;120;" (2)"
"2404112";"Mykanów (2)";15334;7711;7623;3032;1593;1439;9206;4992;4214;3096;1126;1970;141;" (2)"
"2404122";"Olsztyn (2)";8179;4021;4158;1572;822;750;4845;2574;2271;1762;625;1137;109;" (2)"
"2404132";"Poczesna (2)";12537;6135;6402;2200;1142;1058;7462;4029;3433;2875;964;1911;60;" (2)"
"2404142";"Przyrów (2)";3585;1779;1806;601;300;301;2093;1170;923;891;309;582;80;" (2)"
"2404152";"Rędziny (2)";9588;4709;4879;1707;884;823;5777;3137;2640;2104;688;1416;41;" (2)"
"2404162";"Starcza (2)";2871;1405;1466;539;263;276;1706;933;773;626;209;417;20;" (2)"
"2405011";"Knurów (1)";36261;17516;18745;6614;3350;3264;21264;11323;9941;8383;2843;5540;34;" (1)"
"2405021";"Pyskowice (1)";17248;8311;8937;2975;1547;1428;10286;5461;4825;3987;1303;2684;31;" (1)"
"2405032";"Gierałtowice (2)";12504;6095;6409;2729;1390;1339;7303;3838;3465;2472;867;1605;38;" (2)"
"2405042";"Pilchowice (2)";12427;6117;6310;2609;1351;1258;7451;3955;3496;2367;811;1556;70;" (2)"
